Student ID,Name,Location,Zip Code,Grade,Major,Interests,Bio
339,Noah Miller,Suburban Area,92609,1,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Noah Miller! A 1th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
340,Olivia Taylor,Rural Area,78198,8,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Olivia Taylor! A 8th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
341,Noah Martinez,Urban Area,40628,7,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Noah Martinez! A 7th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
342,Jackson Williams,Rural Area,54209,5,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Williams! A 5th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
343,Olivia Martinez,Urban Area,40167,2,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Olivia Martinez! A 2th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
344,Ethan Williams,Rural Area,57046,2,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Williams! A 2th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
345,Aiden Miller,Rural Area,91250,1,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Miller! A 1th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
346,Sophia Jones,Suburban Area,95803,11,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Jones! A 11th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
347,Liam Miller,Urban Area,76162,8,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Miller! A 8th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
348,Liam Rodriguez,Rural Area,26320,8,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Liam Rodriguez! A 8th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
349,Ava Brown,Urban Area,20833,4,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ava Brown! A 4th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
350,Olivia Miller,Urban Area,87427,11,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Miller! A 11th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
351,Jackson Davis,Urban Area,67879,11,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Davis! A 11th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
352,Emma Johnson,Rural Area,10067,12,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emma Johnson! A 12th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
353,Isabella Davis,Urban Area,50645,4,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Davis! A 4th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
354,Isabella Taylor,Suburban Area,68394,1,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Taylor! A 1th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
355,Emily Taylor,Urban Area,24959,1,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emily Taylor! A 1th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
356,Ethan Johnson,Rural Area,78362,9,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Johnson! A 9th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
357,Sophia Jones,Suburban Area,31295,1,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Sophia Jones! A 1th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
358,Sophia Miller,Urban Area,56895,11,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Miller! A 11th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
359,Ava Taylor,Suburban Area,11419,10,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ava Taylor! A 10th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
360,Isabella Garcia,Urban Area,86922,1,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Garcia! A 1th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
361,Isabella Martinez,Urban Area,11075,9,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Isabella Martinez! A 9th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
362,Jackson Davis,Urban Area,68746,1,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Davis! A 1th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
363,Emma Jones,Rural Area,73277,11,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emma Jones! A 11th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
364,Emma Davis,Rural Area,20465,6,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Davis! A 6th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
365,Emily Taylor,Suburban Area,22145,12,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Taylor! A 12th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
366,Aiden Taylor,Rural Area,69876,11,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Taylor! A 11th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
367,Daniel Garcia,Urban Area,29371,5,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Daniel Garcia! A 5th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
